transaction_id,date,amount,currency,category,counterparty,account,description,type
TXN-11315,2025-08-03,-92.39,EUR,Groceries,Carrefour,Checking-001,Groceries - Tesco,expense
TXN-11328,2025-08-03,-22.39,EUR,Transport,Train Co,Checking-001,Transport - BP,expense
TXN-11313,2025-08-04,-93.83,EUR,Groceries,Lidl,Checking-001,Groceries - Carrefour,expense
TXN-11311,2025-08-09,-76.86,EUR,Groceries,Carrefour,Credit-003,Groceries - Whole Foods,expense
TXN-11335,2025-08-10,-18.71,EUR,Subscriptions,GitHub,Savings-002,Subscriptions - Adobe,expense
TXN-11317,2025-08-10,-18.65,EUR,Dining,Pizza Place,Credit-003,Dining - Restaurant XYZ,expense
TXN-11338,2025-08-11,-58.86,EUR,Entertainment,Cinema,Savings-002,Entertainment - Streaming Extra,expense
TXN-11319,2025-08-14,-22.2,EUR,Dining,Pizza Place,Savings-002,Dining - Cafe Central,expense
TXN-11309,2025-08-15,-20.26,EUR,Groceries,Tesco,Checking-001,Groceries - Aldi,expense
TXN-11327,2025-08-16,-42.57,EUR,Transport,Train Co,Checking-001,Transport - Shell,expense
TXN-11318,2025-08-16,-65.13,EUR,Dining,Sushi Bar,Credit-003,Dining - Pizza Place,expense
TXN-11316,2025-08-16,-80.79,EUR,Groceries,Lidl,Credit-003,Groceries - Carrefour,expense
TXN-11334,2025-08-16,-21.18,EUR,Subscriptions,AWS,Savings-002,Subscriptions - Netflix,expense
TXN-11323,2025-08-17,-44.12,EUR,Transport,Shell,Savings-002,Transport - City Transit,expense
TXN-11336,2025-08-17,-32.59,EUR,Subscriptions,Netflix,Checking-001,Subscriptions - AWS,expense
TXN-11339,2025-08-19,-55.93,EUR,Entertainment,Streaming Extra,Credit-003,Entertainment - Cinema,expense
TXN-11325,2025-08-20,-35.34,EUR,Transport,Train Co,Credit-003,Transport - City Transit,expense
TXN-11310,2025-08-20,-246.52,EUR,Groceries,Tesco,Credit-003,Groceries - Carrefour,expense
TXN-11324,2025-08-20,-15.55,EUR,Transport,Shell,Checking-001,Transport - Uber,expense
TXN-11337,2025-08-21,-27.81,EUR,Healthcare,Pharmacy Plus,Credit-003,Healthcare - Dental Care,expense
TXN-11307,2025-08-21,1594.29,EUR,Freelance,Toptal,Credit-003,Freelance - Toptal,income
TXN-11322,2025-08-22,-87.44,EUR,Dining,Restaurant XYZ,Savings-002,Dining - Sushi Bar,expense
TXN-11326,2025-08-22,-49.99,EUR,Transport,City Transit,Savings-002,Transport - City Transit,expense
TXN-11343,2025-08-22,-107.93,EUR,Shopping,Zara,Credit-003,Shopping - MediaMarkt,expense
TXN-11341,2025-08-22,-468.51,EUR,Travel,Airline,Savings-002,Travel - Airbnb,expense
TXN-11330,2025-08-24,-38.58,EUR,Transport,City Transit,Credit-003,Transport - Shell,expense
TXN-11340,2025-08-24,-48.83,EUR,Entertainment,Cinema,Credit-003,Entertainment - Concert Hall,expense
TXN-11329,2025-08-25,-26.8,EUR,Transport,BP,Checking-001,Transport - BP,expense
TXN-11333,2025-08-25,-35.15,EUR,Subscriptions,Spotify,Savings-002,Subscriptions - GitHub,expense
TXN-11342,2025-08-27,-147.88,EUR,Shopping,IKEA,Checking-001,Shopping - Amazon,expense
TXN-11314,2025-08-28,-76.54,EUR,Groceries,Whole Foods,Savings-002,Groceries - Carrefour,expense
